Production_lid,Output_Voucher_No,Output_Voucher_Date,FG_name,Output_Item_Code,Output_Item_Name,Output_Batch_No,Output_Purity,Output_Recovery,Output_UOM,Output_Quantity,JobWork_Rate,JobWork_Value,Output_Rate,Output_Value
26121,SSM2223JWGRN00021,09/05/2022,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#25+26/22,,,KGS,1453.0,161.0,233933.0,2394.544,3479272.333
309284,SSM2324JWGRN00173,22/07/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#35+BLEND02/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0
236673,SSM2324JWGRN00023,17/04/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#02+03(P1)/23,0,0,KGS,1800.0,335.0,603000.0,2510.758,4519364.401
241288,SSM2324JWGRN00037,25/04/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#06/23,0,0,KGS,900.0,335.0,301500.0,2257.994,2032194.726
291457,SSM2324JWGRN00131,20/06/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#21+22/23,0,0,KGS,1800.0,335.0,603000.0,2711.583,4880849.243
210492,SSM2223JWGRN00355,22/02/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#13+14/22,,,KGS,0.0,335.0,0.0,0.0,0.0
210985,SSM2223JWGRN00361,25/02/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#15/23,,,KGS,0.0,335.0,0.0,0.0,0.0
224626,SSM2223JWGRN00400,28/03/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#58+59/22,0,0,KGS,1800.0,335.0,603000.0,2680.027,4824048.652
127017,SSM2223JWGRN00114,31/10/2022,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#18to20/22,,,KGS,3055.0,335.0,1023425.0,2430.057,7423824.356
170015,SSM2223JWGRN00248,25/12/2022,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#44+45/22,,,KGS,1800.0,335.0,603000.0,1793.492,3228285.617
170019,SSM2223JWGRN00249,28/12/2022,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#46+47/22,,,KGS,1800.0,335.0,603000.0,1826.275,3287294.228
170033,SSM2223JWGRN00251,31/12/2022,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#050(P-I)/22,,,KGS,450.0,335.0,150750.0,2029.42,913238.815
170035,SSM2223JWGRN00252,31/12/2022,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#50(P-II)+51+52,,,KGS,1800.0,335.0,603000.0,1855.333,3339599.357
146636,SSM2223JWGRN00149,01/11/2022,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#21-23/22,,,KGS,2410.0,335.0,807350.0,2268.377,5466789.423
178669,SSM2223JWGRN00276,20/01/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#04+05+06/22,,,KGS,0.0,0.0,0.0,0.0,0.0
178707,SSM2223JWGRN00278,21/01/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#01+03+07/22,,,KGS,0.0,0.0,0.0,0.0,0.0
231886,SSM2324JWGRN00008,10/04/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#62+01/23,0,0,KGS,1800.0,335.0,603000.0,2461.931,4431475.998
267853,SSM2324JWGRN00087,27/05/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#15+16/23,0,0,KGS,1800.0,335.0,603000.0,2362.822,4253080.391
308913,SSM2324JWGRN00166,01/07/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#26(P-II)+20 TO 25/23,0,0,KGS,900.0,335.0,301500.0,1415.005,1273504.135
309066,SSM2324JWGRN00168,06/07/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#27(P-II)+28+BLEND01/23,0,0,KGS,1350.0,335.0,452250.0,1414.765,1909933.325
309091,SSM2324JWGRN00169,06/07/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#29/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0
309182,SSM2324JWGRN00171,15/07/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#31(P-II)+32+33(P-I)/23,0,0,KGS,1800.0,335.0,603000.0,1472.716,2650889.519
309258,SSM2324JWGRN00172,18/07/2023,"2,6 DIMETHOXY BENZOIC ACID",31000009,"2,6 DIMETHOXY BENZOIC ACID",#33(P-II)+34/23,0,0,KGS,0.0,50.0,0.0,0.0,0.0
264094,SSM2324JWGRN00079,20/05/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#51/23,0,0,KGS,4190.0,11.0,46090.0,19.548,81905.0
297983,SSM2324JWGRN00146,15/07/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#103/23,0,0,KGS,2005.0,11.0,22055.0,18.441,36975.0
302605,SSM2324JWGRN00151,21/07/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#113/23,0,0,KGS,4290.0,11.0,47190.0,18.365,78785.0
303089,SSM2324JWGRN00155,23/07/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#117/23,0,0,KGS,695.0,11.0,7645.0,19.755,13730.0
404235,SSM2324JWGRN00271,11/01/2024,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#198/23,0,0,KGS,1430.0,0.0,0.0,11.084,15850.0
290426,SSM2324JWGRN00123,03/07/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#93/23,0,0,KGS,0.0,0.0,0.0,0.0,0.0
294001,SSM2324JWGRN00137,11/07/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#100/23,0,0,KGS,5005.0,11.0,55055.0,18.264,91410.0
268248,SSM2324JWGRN00090,29/05/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#59/23,0,0,KGS,6200.0,11.0,68200.0,21.77,134973.0
268254,SSM2324JWGRN00091,30/05/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#61/23,0,0,KGS,2535.0,11.0,27885.0,18.819,47705.0
419006,SSM2324JWGRN00300,16/02/2024,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#217,0,0,KGS,131.0,0.0,0.0,23.244,3045.0
248169,SSM2324JWGRN00052,30/04/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#34/23,0,0,KGS,6030.0,11.0,66330.0,18.515,111645.0
268248,SSM2324JWGRN00090,29/05/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#59/23,0,0,KGS,0.0,9.0,0.0,0.0,0.0
274659,SSM2324JWGRN00100,09/06/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#67/23,0,0,KGS,6200.0,11.0,68200.0,18.892,117130.0
283636,SSM2324JWGRN00112,22/06/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#79/23,0,0,KGS,6210.0,11.0,68310.0,18.5,114885.0
284388,SSM2324JWGRN00115,26/06/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#84/23,0,0,KGS,2355.0,11.0,25905.0,18.367,43255.0
264088,SSM2324JWGRN00077,05/05/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#38/23,0,0,KGS,3965.0,11.0,43615.0,19.087,75680.0
264504,SSM2324JWGRN00081,23/05/2023,DIMETHYL-2-METHYL GLUTARATE,26000196,MGDM DISTILLED METHANOL,#56/23,0,0,KGS,3875.0,11.0,42625.0,19.468,75440.0
302638,SSM2324JWGRN00152,19/07/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#108/23,0,0,KGS,6620.0,0.0,0.0,5.0,33100.0
404235,SSM2324JWGRN00271,11/01/2024,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#198/23,0,0,KGS,200.0,0.0,0.0,5.0,1000.0
302638,SSM2324JWGRN00152,19/07/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#108/23,0,0,KGS,0.0,0.0,0.0,0.0,0.0
264605,SSM2324JWGRN00083,18/05/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#50/23,0,0,KGS,5028.0,0.0,0.0,5.0,25140.0
312052,SSM2324JWGRN00181,09/08/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#129/23,0,0,KGS,328.0,0.0,0.0,5.0,1640.0
24609,SSM2223JWGRN00014,24/04/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,AAAL/003/22-23,,,KGS,310.0,4.92,1525.2,4.92,1525.2
447500,SSM2425JWGRN00006,07/04/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#01/24,0,0,KGS,6855.0,0.0,0.0,111.95,767414.523
433049,SSM2324JWGRN00322,14/03/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#23/24,0,0,KGS,6915.0,0.0,0.0,160.323,1108636.964
383592,SSM2324JWGRN00247,21/12/2023,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#02/23,0,0,KGS,6880.0,0.0,0.0,237.862,1636487.813
413756,SSM2324JWGRN00284,03/02/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#12/23,0,0,KGS,0.0,0.0,0.0,0.0,0.0
431694,SSM2324JWGRN00319,11/03/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#22/24,0,0,KGS,7090.0,0.0,0.0,107.828,764497.616
431694,SSM2324JWGRN00319,11/03/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#22/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0
448855,SSM2425JWGRN00009,09/04/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#03/24,0,0,KGS,7015.0,0.0,0.0,106.798,749188.641
488012,SSM2425JWGRN00055,16/06/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#23/24,0,0,KGS,7225.0,0.0,0.0,102.741,742305.439
436372,SSM2324JWGRN00326,18/03/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#25/24,0,0,KGS,7206.0,0.0,0.0,110.351,795190.707
469809,SSM2425JWGRN00039,15/05/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#15/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0
424673,SSM2324JWGRN00310,27/02/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#17/24,0,0,KGS,6745.0,0.0,0.0,113.637,766481.175
259027,SSM2324JWGRN00067,19/05/2023,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#03/23,0,0,KGS,7020.0,35.0,245700.0,263.738,1851439.466
451989,SSM2425JWGRN00013,13/04/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#04/24,0,0,KGS,7035.0,0.0,0.0,106.181,746984.713
452005,SSM2425JWGRN00014,15/04/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#05/24,0,0,KGS,5750.0,0.0,0.0,154.754,889834.961
383602,SSM2324JWGRN00248,24/12/2023,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#03/23,0,0,KGS,4530.0,0.0,0.0,230.73,1045205.379
398778,SSM2324JWGRN00267,13/01/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#08/23,0,0,KGS,6855.0,0.0,0.0,113.169,775773.872
412275,SSM2324JWGRN00281,27/01/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#09/23,0,0,KGS,0.0,0.0,0.0,0.0,0.0
413200,SSM2324JWGRN00283,02/02/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#11/23,0,0,KGS,6695.0,0.0,0.0,116.487,779881.476
431614,SSM2324JWGRN00318,08/03/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#21/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0
448111,SSM2425JWGRN00008,07/04/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#02/24,0,0,KGS,6670.0,0.0,0.0,109.433,729915.559
485226,SSM2425JWGRN00052,07/06/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#22/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0
446275,SSM2425JWGRN00002,03/04/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#30/24,0,0,KGS,6935.0,0.0,0.0,113.133,784578.281
406721,SSM2324JWGRN00276,28/01/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#10/23,0,0,KGS,6885.0,0.0,0.0,113.714,782921.069
464600,SSM2425JWGRN00031,08/05/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#09/24,0,0,KGS,0.0,0.0,0.0,0.0,0.0
466501,SSM2425JWGRN00036,10/05/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#13/24,0,0,KGS,6865.0,0.0,0.0,104.314,716118.264
467678,SSM2425JWGRN00037,11/05/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#14/24,0,0,KGS,6965.0,0.0,0.0,100.081,697066.716
398765,SSM2324JWGRN00266,13/01/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#07/23,0,0,KGS,6805.0,0.0,0.0,227.293,1546728.62
412275,SSM2324JWGRN00281,27/01/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#09/23,0,0,KGS,0.0,0.0,0.0,0.0,0.0
431614,SSM2324JWGRN00318,08/03/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#21/24,0,0,KGS,7015.0,0.0,0.0,111.495,782137.392
389369,SSM2324JWGRN00254,31/12/2023,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#04/23,0,0,KGS,7027.0,0.0,0.0,117.651,826735.781
442297,SSM2324JWGRN00335,29/03/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#29/24,0,0,KGS,6785.0,0.0,0.0,116.026,787235.513
457386,SSM2425JWGRN00021,20/04/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#06/24,0,0,KGS,7480.0,0.0,0.0,97.318,727940.459
459759,SSM2425JWGRN00029,28/04/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#07/24,0,0,KGS,7230.0,0.0,0.0,105.71,764280.191
472914,SSM2425JWGRN00040,18/05/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#16/24,0,0,KGS,7105.0,0.0,0.0,109.116,775267.978
438186,SSM2324JWGRN00328,22/03/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#27/24,0,0,KGS,7286.0,0.0,0.0,108.361,789517.891
420984,SSM2324JWGRN00304,22/02/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#15/24,0,0,KGS,6885.0,0.0,0.0,109.691,755223.747
421479,SSM2324JWGRN00307,22/02/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#16/24,0,0,KGS,6815.0,0.0,0.0,112.86,769141.593
255833,SSM2324JWGRN00058,13/05/2023,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#02/23,0,0,KGS,6920.0,35.0,242200.0,258.136,1786300.298
417633,SSM2324JWGRN00296,11/02/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#14/23,0,0,KGS,0.0,0.0,0.0,0.0,0.0
375537,SSM2324JWGRN00236,09/12/2023,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#01/23,0,0,KGS,6880.0,0.0,0.0,234.199,1611287.813
251915,SSM2324JWGRN00057,08/05/2023,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#01/23,0,0,KGS,7030.0,35.0,246050.0,254.644,1790150.298
394222,SSM2324JWGRN00261,07/01/2024,"2,4 DICHLORO BENZOYL CHLORIDE",26000029,"2,4 DCBC CRUDE",#06/23,0,0,KGS,6975.0,0.0,0.0,115.744,807315.836
217086,SSM2223JWGRN00372,11/03/2023,"2,6 DICHLORO BENZOYL CHLORIDE",26000046,"2,6 DCBC CRUDE",#16/22,0,0,KGS,7860.0,65.0,510900.0,883.02,6940536.78
219214,SSM2223JWGRN00376,17/03/2023,"2,6 DICHLORO BENZOYL CHLORIDE",26000046,"2,6 DCBC CRUDE",#55/22,0,0,KGS,0.0,65.0,0.0,0.0,0.0
217091,SSM2223JWGRN00373,15/03/2023,"2,6 DICHLORO BENZOYL CHLORIDE",26000046,"2,6 DCBC CRUDE",#17/22,0,0,KGS,7860.0,65.0,510900.0,898.677,7063605.0
219224,SSM2223JWGRN00378,23/03/2023,"2,6 DICHLORO BENZOYL CHLORIDE",26000046,"2,6 DCBC CRUDE",#57/22,0,0,KGS,0.0,65.0,0.0,0.0,0.0
302204,SSM2324JWGRN00149,26/07/2023,"2,6 DICHLORO BENZOYL CHLORIDE",26000046,"2,6 DCBC CRUDE",#10/23,0,0,KGS,7820.0,65.0,508300.0,753.238,5890321.125
280074,SSM2324JWGRN00106,17/06/2023,"2,6 DICHLORO BENZOYL CHLORIDE",26000046,"2,6 DCBC CRUDE",#03/23,0,0,KGS,7770.0,65.0,505050.0,856.868,6657866.0
157460,SSM2223JWGRN00199,10/12/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/077,,,KGS,509.0,0.0,0.0,5.0,2545.0
147127,SSM2223JWGRN00153,13/11/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,AAL/CHALLAN/055,,,KGS,303.0,0.0,0.0,2.525,765.0
147143,SSM2223JWGRN00155,15/11/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,AAL/CHALLAN/056,,,KGS,276.0,0.0,0.0,5.0,1380.0
138208,SSM2223JWGRN00128,31/10/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/040,,,KGS,1580.0,0.0,0.0,5.0,7900.0
138226,SSM2223JWGRN00129,31/10/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/042,,,KGS,623.0,0.0,0.0,5.0,3115.0
306709,SSM2324JWGRN00159,31/07/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#125/23,0,0,KGS,4258.0,0.0,0.0,5.0,21290.0
136205,SSM2223JWGRN00126,29/10/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,AAL/CHALLAN/045,,,KGS,298.0,5.19,1546.62,5.185,1545.0
147121,SSM2223JWGRN00152,11/11/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,AAL/CHALLAN/052,,,KGS,736.0,0.0,0.0,5.0,3680.0
147137,SSM2223JWGRN00154,19/11/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,AAL/CHALLAN/059,,,KGS,550.0,0.0,0.0,5.0,2750.0
161308,SSM2223JWGRN00210,13/12/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/079,,,KGS,582.0,0.0,0.0,4.897,2850.0
152320,SSM2223JWGRN00167,21/11/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/063,,,KGS,210.0,0.0,0.0,5.0,1050.0
183136,SSM2223JWGRN00289,24/01/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/095,,,KGS,628.0,0.0,0.0,5.0,3140.0
210027,SSM2223JWGRN00354,23/02/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#250/22,,,KGS,5724.0,0.0,0.0,5.0,28620.0
314293,SSM2324JWGRN00183,12/08/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/036,0,0,KGS,174.0,0.0,0.0,5.0,870.0
138232,SSM2223JWGRN00130,31/10/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/044,,,KGS,363.0,0.0,0.0,5.0,1815.0
210027,SSM2223JWGRN00354,23/02/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#250/22,,,KGS,0.0,0.0,0.0,0.0,0.0
173280,SSM2223JWGRN00265,12/01/2023,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/091,,,KGS,307.0,0.0,0.0,5.0,1535.0
26253,SSM2223JWGRN00024,02/05/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,AAL/CHALLAN/005,,,KGS,873.0,0.01,8.73,0.01,8.73
152308,SSM2223JWGRN00166,21/11/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/061,,,KGS,203.0,0.0,0.0,5.0,1015.0
147115,SSM2223JWGRN00151,20/11/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,AAL/CHALLAN/049,,,KGS,298.0,0.0,0.0,5.0,1490.0
157352,SSM2223JWGRN00197,08/12/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/075,,,KGS,1649.0,0.0,0.0,5.0,8245.0
162202,SSM2223JWGRN00213,18/12/2022,DIMETHYL-2-METHYL GLUTARATE,26000197,MGDM METHANOL RESIDUE,#AAL/CHALLAN/083,,,KGS,385.0,0.0,0.0,5.0,1925.0
277527,SSM2324JWGRN00103,15/06/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#50+51/23,0,0,KGS,1255.0,180.81,226916.55,1610.294,2020919.052
238874,SSM2324JWGRN00025,21/04/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#14+15/23,0,0,KGS,1065.0,180.81,192562.65,1881.947,2004273.119
259128,SSM2324JWGRN00069,19/05/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#36+37/23,0,0,KGS,1035.0,180.81,187138.35,1853.732,1918612.771
186146,SSM2223JWGRN00296,31/01/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#77+78/22,,,KGS,1400.0,180.81,253134.0,2613.247,3658545.532
232670,SSM2324JWGRN00009,03/04/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#121+122/23,0,0,KGS,1296.0,180.81,234329.76,1510.582,1957714.398
232805,SSM2324JWGRN00012,10/04/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#04+05+06+07/24,0,0,KGS,2190.0,180.81,395973.9,1759.218,3852688.399
288142,SSM2324JWGRN00119,01/07/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#60/24,0,0,KGS,895.0,180.81,161824.95,1163.815,1041614.351
207810,SSM2223JWGRN00351,01/03/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#95+96/22,,,KGS,895.0,180.81,161824.95,4031.729,3608397.702
166921,SSM2223JWGRN00230,27/12/2022,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#54+55/22,,,KGS,1408.0,180.81,254580.48,2700.719,3802612.936
167391,SSM2223JWGRN00235,29/12/2022,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#58+59/22,,,KGS,1145.0,180.81,207027.45,3279.528,3755059.906
188908,SSM2223JWGRN00303,03/02/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#79+80/22,,,KGS,1025.0,180.81,185330.25,3502.49,3590051.959
189067,SSM2223JWGRN00305,05/02/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#81+82/22,,,KGS,875.0,180.81,158208.75,4093.518,3581827.835
232744,SSM2324JWGRN00011,07/04/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#02+03/24,0,0,KGS,1075.0,180.81,194370.75,1783.959,1917755.388
183122,SSM2223JWGRN00287,27/01/2023,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#73+74/22,,,KGS,1155.0,180.81,208835.55,3131.946,3617397.082
25799,SSM2223JWGRN00018,04/05/2022,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#19+20/22,,,KGS,1217.0,161.0,195937.0,2815.223,3426126.333
26117,SSM2223JWGRN00020,09/05/2022,4-FLUORO-3-TRIFLUOROMETHYL PHENOL,26000083,4-FTMP CRUDE,#23+24/22,,,KGS,1097.0,161.0,176617.0,3113.36,3415356.333
